"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description","skills","experience_range","company_rating","company_reviews_count","vacancy_count","work_from_home_type"
"bayt-5583280806986089828","bayt","https://www.bayt.com/en/qatar/jobs/senior-sap-developer-abap-5251248/","","Senior SAP Developer – ABAP","Starlink ME","Qatar","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-6291990506298484787","bayt","https://www.bayt.com/en/qatar/jobs/senior-consultant-application-developer-5251236/","","Senior Consultant - Application Developer","Starlink ME","Qatar","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-3451721400437534385","bayt","https://www.bayt.com/en/qatar/jobs/sap-developer-abap-5251230/","","SAP Developer – ABAP","Starlink ME","Qatar","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-3303207786701091764","bayt","https://www.bayt.com/en/qatar/jobs/experienced-sap-developer-abap-5251203/","","Experienced SAP Developer – ABAP","Starlink ME","Qatar","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-6052502467751398891","bayt","https://www.bayt.com/en/qatar/jobs/experienced-application-developer-5251198/","","Experienced Application Developer","Starlink ME","Qatar","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-2693839877502374100","bayt","https://www.bayt.com/en/qatar/jobs/consultant-application-developer-5251162/","","Consultant- Application Developer","Starlink ME","Qatar","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-7307024593275793818","bayt","https://www.bayt.com/en/qatar/jobs/power-bi-dashboard-developer-5250001/","","Power BI Dashboard Developer","Candidzone Qatar","Doha · Qatar","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-7812315070572749538","bayt","https://www.bayt.com/en/uae/jobs/crm-technical-developer-5248110/","","CRM Technical Developer","Apar Technology","Dubai · UAE","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-624918802696248814","bayt","https://www.bayt.com/en/egypt/jobs/%D9%85%D8%B7%D9%88%D8%B1-%D8%A7%D8%B9%D9%85%D8%A7%D9%84-%D9%84%D9%84%D8%B9%D9%85%D9%84-%D8%A8%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9-5242472/","","مطور اعمال للعمل بالسعودية","شركة البدوي للتوظيف/ Albadwy Recruitment","Heliopolis · Cairo · Egypt","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-4760691614215452124","bayt","https://www.bayt.com/en/bahrain/jobs/developer-5241246/","","Developer","VINIRMA Consulting Pvt.Ltd","Manama · Bahrain","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-3569876692259462339","bayt","https://www.bayt.com/en/india/jobs/full-stack-developer-5295754/","","Full Stack Developer","Empathy Technologies","Bengaluru · India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-2975421457435693009","bayt","https://www.bayt.com/en/australia/jobs/react-native-full-stack-developer-5292366/","","React Native Full Stack Developer","Pronto Pilates","Perth · Australia","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-3893021852462630059","bayt","https://www.bayt.com/en/uae/jobs/web-developer-5284252/","","Web Developer","Kinetic Business Solutions","Abu Dhabi · UAE","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-4362772871166081622","bayt","https://www.bayt.com/en/kuwait/jobs/full-stack-developer-5278406/","","Full Stack Developer","Amaan Company for Computer Integrated Solutions","Al Kuwait · Kuwait","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-1609820670304166245","bayt","https://www.bayt.com/en/iraq/jobs/web-developer-5274408/","","Web Developer","Al Iraq Al Moaser Company (ALMCO)","Baghdad · Iraq","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-8339538069455620292","bayt","https://www.bayt.com/en/saudi-arabia/jobs/full-stack-web-developer-5274348/","","Full Stack Web Developer","JAL Human Resources Co.","Saudi Arabia","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-2837017228810185135","bayt","https://www.bayt.com/en/saudi-arabia/jobs/web-developer-5264399/","","Web Developer","Jeraisy Computer & Comm. Services","Saudi Arabia","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-7346196874501684782","bayt","https://www.bayt.com/en/uae/jobs/web-developer-5263415/","","Web Developer","RTC1 Recruitment Services","Dubai · UAE","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-7452596868589545228","bayt","https://www.bayt.com/en/lebanon/jobs/senior-full-stack-developer-remote-5247085/","","Senior Full Stack Developer - Remote","Amaken sarl","Beirut · Lebanon","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-3533589937579181854","bayt","https://www.bayt.com/en/kuwait/jobs/java-developer-5241475/","","Java Developer","Confidential Company","Al Ahmadi · Kuwait","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-2571094105137161154","bayt","https://www.bayt.com/en/saudi-arabia/jobs/learning-and-development-solutions-manager-hiring-across-functions-at-a-leading-company-5298739/","","Learning and Development SOLUTIONS Manager - Hiring Across Functions at a Leading Company","Arbete Careers","Riyadh · Saudi Arabia","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-1783467550136788148","bayt","https://www.bayt.com/en/egypt/jobs/backend-developer-5281731/","","Backend Developer","Marktech Studio","ElSheikh Zayed City · Cairo · Egypt","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-4260338717532286186","bayt","https://www.bayt.com/en/uae/jobs/network-executive-product-solution-manager-5258079/","","Network Executive Product/Solution Manager","Huawei","Dubai · UAE","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-2497580892040297456","bayt","https://www.bayt.com/en/qatar/jobs/solution-architect-5251250/","","Solution Architect","Starlink ME","Qatar","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-5613880492902740599","bayt","https://www.bayt.com/en/qatar/jobs/sap-solution-architect-5251231/","","SAP Solution Architect","Starlink ME","Qatar","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-4539844050888683500","bayt","https://www.bayt.com/en/kuwait/jobs/backend-developer-5246916/","","Backend Developer","BITS Software Solutions","Al Kuwait · Kuwait","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-6072914602064400641","bayt","https://www.bayt.com/en/egypt/jobs/senior-cloud-presales-solution-architect-5242087/","","Senior Cloud Presales Solution Architect","GIZA Systems","Cairo · Egypt","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-8117379989640592334","bayt","https://www.bayt.com/en/saudi-arabia/jobs/sr-oracle-solutions-architect-5241370/","","Sr / Oracle Solutions Architect","GIZA Systems","Riyadh · Saudi Arabia","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-8094457800073639781","bayt","https://www.bayt.com/en/bahrain/jobs/devops-developer-5254819/","","Devops Developer","Mindteck","Manama · Bahrain","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-2549196290389746304","bayt","https://www.bayt.com/en/qatar/jobs/devops-engineer-5251196/","","DevOps Engineer","Starlink ME","Qatar","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-3234947454946823230","bayt","https://www.bayt.com/en/saudi-arabia/jobs/systems-analyst-5217675/","","Systems Analyst","Healthy Food Company","Riyadh · Saudi Arabia","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-310251776167823463","bayt","https://www.bayt.com/en/india/jobs/applications-analyst-and-developer-chennai-5278945/","","Applications Analyst and Developer - Chennai","Future Pipe Industries","Chennai · India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-3759701802308315751","bayt","https://www.bayt.com/en/uae/jobs/system-analyst-5264146/","","System Analyst","VINIRMA Consulting Pvt.Ltd","Sharjah · UAE","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-1503399360106667120","bayt","https://www.bayt.com/en/egypt/jobs/mobile-sales-application-analyst-5249213/","","Mobile Sales & Application Analyst","الكابلي القابضة","Heliopolis · Cairo · Egypt","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-8359398552861937823","bayt","https://www.bayt.com/en/india/jobs/software-engineer-2-build-systems-and-tools-developer-72645873/","","Software Engineer 2 - Build Systems and Tools Developer","Juniper Networks","India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-969387676653712737","bayt","https://www.bayt.com/en/india/jobs/software-development-engineer-q-business-72645771/","","Software Development Engineer , Q Business","ADCI - Karnataka","Bengaluru · India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-3515625268111646221","bayt","https://www.bayt.com/en/india/jobs/sr-sap-fscm-developer-72645736/","","Sr SAP FSCM Developer","Honeywell International Inc","India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-2085264056484417147","bayt","https://www.bayt.com/en/india/jobs/software-development-engineer-ii-geospatial-72645747/","","Software Development Engineer-II, Geospatial","Amazon Development Centre (India) Private Limited","India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-2924425102301902500","bayt","https://www.bayt.com/en/india/jobs/software-development-engineer-ii-spiv-72645712/","","Software Development Engineer - II, SPIV","ADCI - Karnataka","Bengaluru · India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-2366251568582864534","bayt","https://www.bayt.com/en/india/jobs/software-development-engineer-amazon-lending-72645665/","","Software Development Engineer , Amazon Lending","ADCI - Karnataka","Bengaluru · India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-7144355666820961694","bayt","https://www.bayt.com/en/india/jobs/software-development-engineer-amazon-device-observability-troubleshooting-team-72645659/","","Software Development Engineer, Amazon Device Observability & Troubleshooting Team","ADCI - Karnataka","Bengaluru · India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-6231093996890869356","bayt","https://www.bayt.com/en/egypt/jobs/principle-core-banking-developer-72645639/","","Principle Core Banking Developer","Advansys","Egypt","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-3783300560832782325","bayt","https://www.bayt.com/en/india/jobs/full-stack-qa-senior-software-engineer-72645298/","","Full Stack QA/Senior Software Engineer","HSBC","Pune · India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-1173225597417606704","bayt","https://www.bayt.com/en/india/jobs/web-and-mobile-automation-senior-software-engineer-72645290/","","Web and Mobile Automation/Senior Software Engineer","HSBC","Pune · India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-1158015991331276787","bayt","https://www.bayt.com/en/india/jobs/mobile-automation-appium-automation-tester-senior-software-engineer-72645280/","","Mobile automation, Appium, Automation tester/Senior Software Engineer","HSBC","Pune · India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-1109322939442339443","bayt","https://www.bayt.com/en/pakistan/jobs/as-400-software-engineer-72645289/","","AS 400/Software Engineer","HSBC","Hyderabad · Pakistan","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-7744456983648965600","bayt","https://www.bayt.com/en/pakistan/jobs/apex-developer-72645791/","","APEX Developer","ECS ME","Hyderabad · Pakistan","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-2800303686079482912","bayt","https://www.bayt.com/en/egypt/jobs/senior-software-developer-72644582/","","Senior Software Developer","Vodafone","Cairo · Egypt","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-6610061482257473043","bayt","https://www.bayt.com/en/egypt/jobs/software-engineer-72644586/","","Software Engineer","Vodafone","Cairo · Egypt","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-3705941167291619143","bayt","https://www.bayt.com/en/india/jobs/software-engineer-72644183/","","Software Engineer","Mastercard","Pune · India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-1891164641208339684","bayt","https://www.bayt.com/en/india/jobs/software-development-engineer-jwo-tech-corporate-72645524/","","Software Development Engineer, JWO Tech Corporate","ADCI - Karnataka","Bengaluru · India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-8993083077912322635","bayt","https://www.bayt.com/en/india/jobs/sr-rpa-developer-72645514/","","Sr. RPA Developer","ADCI MAA 15 SEZ","Chennai · India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-5117282818545912334","bayt","https://www.bayt.com/en/india/jobs/software-development-engineer-ii-dot-72645470/","","Software Development Engineer II , DOT","ADCI - Karnataka","Bengaluru · India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-8142485143782948372","bayt","https://www.bayt.com/en/india/jobs/senior-sap-sd-multi-cloud-developer-72645111/","","Senior SAP SD Multi Cloud developer","DXC.technology","India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-8902436337150229404","bayt","https://www.bayt.com/en/india/jobs/java-microservices-developer-72645096/","","Java/Microservices Developer","BARCLAYS","Pune · India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-3521838796871164121","bayt","https://www.bayt.com/en/india/jobs/software-development-engineer-software-developer-72645072/","","Software Development Engineer (Software Developer)","Antal","India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-4907893332580992414","bayt","https://www.bayt.com/en/india/jobs/fiss-developer-72645020/","","FISS Developer","BARCLAYS","Chennai · India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-700183019480589932","bayt","https://www.bayt.com/en/india/jobs/application-developer-72644888/","","APPLICATION DEVELOPER","Atos","Navi Mumbai · India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-1182983163580087159","bayt","https://www.bayt.com/en/india/jobs/big-data-application-developer-hybrid-72644876/","","Big Data Application Developer - Hybrid","Citi bank","India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-8930577069003845736","bayt","https://www.bayt.com/en/india/jobs/sr-sw-engineer-aiops-developer-72644635/","","Sr. SW Engineer AIOPS Developer","VISA","Bengaluru · India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-5294757493169004219","bayt","https://www.bayt.com/en/india/jobs/staff-sw-engineer-fullstack-72644644/","","Staff SW Engineer (Fullstack)","VISA","Bengaluru · India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-533683992811874924","bayt","https://www.bayt.com/en/india/jobs/sw-engineer-0-5-1-5-years-experience-in-microsoft-dynamics-crm-c-72644636/","","SW Engineer (0.5 - 1.5 years'' experience in Microsoft Dynamics CRM, C#)","VISA","Bengaluru · India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-4856115788868230933","bayt","https://www.bayt.com/en/india/jobs/application-developer-72644555/","","Application Developer","Accenture","Mumbai · India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-3394859851305713426","bayt","https://www.bayt.com/en/pakistan/jobs/senior-lead-software-engineer-golang-terraform-72644519/","","Senior Lead Software Engineer - Golang, terraform","JP Morgan Chase","Hyderabad · Pakistan","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-118546380853137381","bayt","https://www.bayt.com/en/india/jobs/software-development-engineer-72644515/","","Software Development Engineer","Accenture","Chennai · India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-1159816353316275681","bayt","https://www.bayt.com/en/india/jobs/software-development-engineer-72644499/","","Software Development Engineer","Accenture","Coimbatore · India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-6543081809175772038","bayt","https://www.bayt.com/en/india/jobs/application-developer-72644487/","","Application Developer","Accenture","Nagpur · India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-8056254989848248817","bayt","https://www.bayt.com/en/india/jobs/application-developer-72644562/","","Application Developer","Accenture","Kolkata · India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-6595518777300133618","bayt","https://www.bayt.com/en/india/jobs/application-developer-72644556/","","Application Developer","Accenture","Noida · India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-820598429386852821","bayt","https://www.bayt.com/en/india/jobs/software-development-engineer-72644532/","","Software Development Engineer","Accenture","Noida · India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-8787146936486660419","bayt","https://www.bayt.com/en/india/jobs/software-development-engineer-72644516/","","Software Development Engineer","Accenture","Mumbai · India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-393607438784190787","bayt","https://www.bayt.com/en/india/jobs/lead-software-engineer-devops-72644781/","","Lead Software Engineer - DevOps","JP Morgan Chase","India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-3293721585271162575","bayt","https://www.bayt.com/en/india/jobs/application-developer-72644773/","","Application Developer","Accenture","Bhubaneswar · India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-5482991125846735104","bayt","https://www.bayt.com/en/india/jobs/software-engineer-ii-net-72644464/","","Software Engineer II - .Net","JP Morgan Chase","India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-520933786672683795","bayt","https://www.bayt.com/en/india/jobs/software-engineer-iii-smart-dx-thunderhead-developer-72644450/","","Software Engineer III - Smart DX / Thunderhead Developer","JP Morgan Chase","India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-248637505902835260","bayt","https://www.bayt.com/en/india/jobs/chief-sw-engineer-java-gen-ai-cloud-min-15-yrs-experience-72644733/","","Chief SW Engineer- (Java/Gen AI/ Cloud)- Min 15 yrs experience","VISA","Bengaluru · India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-2862264730636571229","bayt","https://www.bayt.com/en/india/jobs/senior-lead-software-developer-72644780/","","Senior Lead Software Developer","Raytheon","India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-8135013353851947678","bayt","https://www.bayt.com/en/india/jobs/software-engineer-iii-java-python-72644684/","","Software Engineer III - Java/Python","JP Morgan Chase","India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-8386123426542022116","bayt","https://www.bayt.com/en/india/jobs/sr-sw-engineer-java-big-data-3-yrs-experience-72644668/","","Sr. SW Engineer-Java+ Big data (3+ yrs experience)","VISA","Bengaluru · India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-1220003526759087901","bayt","https://www.bayt.com/en/pakistan/jobs/software-engineer-72644354/","","Software Engineer","Telenor Group","Pakistan","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-6830369272835812431","bayt","https://www.bayt.com/en/india/jobs/software-development-engineer-72644589/","","Software Development Engineer","Accenture","Indore · India","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-7999561233913442470","bayt","https://www.bayt.com/en/pakistan/jobs/software-engineer-ii-pega-72644571/","","Software Engineer II - PEGA","JP Morgan Chase","Hyderabad · Pakistan","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"gd-1009705388405","glassdoor","https://www.glassdoor.sg/job-listing/j?jl=1009705388405","","Software Product Engineer","Singapore Technologies Engineering Ltd","Singapore","2025-04-11","","","","","","",False,"","","organic","","Job ID: 18040
Location:
Land \\- 249 Jalan Boon Lay, SG
Description:
**Emerging Business is a newly formed team working on deep technology products for the defence and public security industry. Join us to apply your skills and talent on solving hard problems that keep the world safer and more secure. Grow your skills, get exposure to cutting edge technology and build a career in a revitalised and rapidly growing industry.**


**We're looking for a dynamic Software Product Engineer with the right skills, experience and attitude:**

  


**Job Description:**


* **Build and maintain good software for our products.**
* **Work closely with teammates working on AI, hardware, business and operations.**
* **Contribute ideas and insights that helps the team win.**
* **Help out on operational and administrative tasks that are vital for team success.**
* **Invest in building professional relationships and contribute to a positive team culture.**


**Job Requirements:**


* **High performance software coding (e.g. C\\+\\+).**
* **Experience building deep technology products.**
* **Ability to effectively collaboration and communication.**
* **Ability to adapt, learn and contribute quickly.**
* **Positive attitude with a growth mindset and ""can\\-do"" spirit.**","","https://www.glassdoor.sg/Overview/W-EI_IE8082.htm","https://media.glassdoor.com/sql/8082/st-engineering-squarelogo-1596463085866.png","","","","","","","","","","",""
"gd-1009704865576","glassdoor","https://www.glassdoor.sg/job-listing/j?jl=1009704865576","","AVP, Data Centre Facility Engineer, Group Infrastructure and Cloud, Group Technology","DBS Bank Limited","Singapore","2025-04-11","","","","","","",False,"","","sponsored","","**Business Function**
  

  

Group Technology enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality \\& control, technology, people capability and innovation. In Group Technology, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.
  

  

This role is responsible for the engineering and operational support of DBS' data centre facilities, ensuring the availability, reliability, security, and efficient operation of the physical infrastructure. This includes managing maintenance, repairs, overseeing equipment installations, and contributing to the design and implementation of Mechanical \\& Electrical (M\\&E) systems. The Data Centre Facility Engineer will work closely with internal teams, including Technology, and external vendors to guarantee seamless operations.
  

  

**Responsibilities**
* Provide engineering support for the daily operations and maintenance of data centre facilities, including power, cooling, security, and fire suppression systems.
* Conduct regular inspections and audits of data centre infrastructure to identify and mitigate potential risks
* Manage incident response, perform root cause analyses, and implement corrective actions.
* Collaborate effectively with internal teams and external vendors to ensure seamless data centre operations.
* Liaise with and manage the Data Centre/Building landlord to address building infrastructure issues, ensure compliance with safety regulations, and coordinate maintenance schedules, ensuring preventive maintenance on critical infrastructure and systems are performed promptly.
* Manage and support equipment rack\\-and\\-stack and structured cabling system installations and maintenance.
* Experienced in managing Data Centre vendors and project execution.
* Ensure strict adherence to data center physical security procedures.
* Generate reports to management, including monthly performance reports, incident summaries, root cause analyses, and status reports on ongoing projects.

**Requirements**
* Bachelor's degree in Electrical Engineering, Mechanical Engineering, or a related field. Relevant work experience may be considered in lieu of a degree.
* Minimum 5 years of experience in data centre facility management, with at least 3 years in a critical facilities role within a banking or financial services environment
* Strong knowledge of electrical, mechanical and fire suppression systems in data centres.
* Understanding of incident, problem and change management procedures based on ITIL best practices
* Excellent communication and interpersonal skills.

**Preferred Qualifications**
* Knowledge of equipment rack\\-and\\-stack and structured cabling system
* Experience working in a high\\-pressured environment with 24x7 on\\-call responsibilities
* Good understanding of the Data Centre operations in financial institutions, and the working restrictions applicable to such environments","","https://www.glassdoor.sg/Overview/W-EI_IE611812.htm","https://media.glassdoor.com/sql/611812/dbs-bank-squarelogo.png","","","","","","","","","","",""
